投诉编号,投诉品牌,投诉车系,投诉车型,问题简述_链接,问题简述,典型问题_链接,典型问题,典型问题_链接1,典型问题2,典型问题_链接3,典型问题4,典型问题_链接5,典型问题6,典型问题_链接7,典型问题8,投诉时间,投诉状态
485616,华晨宝马,宝马X3,2020款 xDrive28i M运动套装,http://www.12365auto.com/zlts/20200618/485616.shtml,华晨宝马X3空调不出风4S店出售库存车,http://www.12365auto.com/zlts/125-2288-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/125-2288-0-0-0-0_101-0-0-0-0-0-0-1.shtml,空调问题,http://www.12365auto.com/zlts/125-2288-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/125-2288-0-0-0-0_295-0-0-0-0-0-0-1.shtml,不解决问题,http://www.12365auto.com/zlts/125-2288-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,2020-06-18,信息审核
485611,吉利汽车,星越,2019款 350T 耀星者,http://www.12365auto.com/zlts/20200618/485611.shtml,吉利星越车机死机黑屏版本与宣传不符,,,http://www.12365auto.com/zlts/172-2527-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-2527-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-2527-0-0-0-0_279-0-0-0-0-0-0-1.shtml,与宣传不符,,,2020-06-18,处理反馈
485610,上汽大通,上汽MAXUS G50,2019款 1.5T 自动 精英版 国VI,http://www.12365auto.com/zlts/20200618/485610.shtml,上汽MAXUS G50转速自动升高厂家未回复,http://www.12365auto.com/zlts/322-2420-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/322-2420-0-0-0-0_38-0-0-0-0-0-0-1.shtml,噪音大,,,,,,,2020-06-18,处理反馈
485609,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,http://www.12365auto.com/zlts/20200618/485609.shtml,吉利博越变速箱无挡位灯存在安全问题,,,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_279-0-0-0-0-0-0-1.shtml,与宣传不符,,,2020-06-18,处理反馈
485608,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,http://www.12365auto.com/zlts/20200618/485608.shtml,吉利博越新车没有前雾灯与厂家宣传不符,,,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_279-0-0-0-0-0-0-1.shtml,与宣传不符,,,2020-06-18,用户评分
485607,上汽通用五菱,五菱荣光小卡,2019款 1.5L 基本型 双排 L3C 国VI,http://www.12365auto.com/zlts/20200618/485607.shtml,"上汽通用五菱,荣光小卡车辆自燃厂家不处理",http://www.12365auto.com/zlts/247-1723-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/247-1723-0-0-0-0_40-0-0-0-0-0-0-1.shtml,车辆自燃,http://www.12365auto.com/zlts/247-1723-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/247-1723-0-0-0-0_295-0-0-0-0-0-0-1.shtml,不解决问题,http://www.12365auto.com/zlts/247-1723-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,2020-06-18,处理反馈
485606,吉利汽车,博越,2020款 1.8TD DCT 两驱 智联型4G互联版,http://www.12365auto.com/zlts/20200618/485606.shtml,吉利博越新车漆面龟裂掉落厂家不给处理,http://www.12365auto.com/zlts/172-1892-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/172-1892-0-0-0-0_81-0-0-0-0-0-0-1.shtml,漆面起泡开裂,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/172-1892-0-0-0-0_295-0-0-0-0-0-0-1.shtml,不解决问题,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,2020-06-18,处理反馈
485605,一汽马自达,马自达CX-4,2016款 2.0L 自动 两驱蓝天活力版,http://www.12365auto.com/zlts/20200618/485605.shtml,一汽马自达CX-4底盘出现严重生锈的现象,http://www.12365auto.com/zlts/207-1934-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/207-1934-0-0-0-0_79-0-0-0-0-0-0-1.shtml,车身生锈,,,,,,,2020-06-18,信息审核
485603,一汽马自达,阿特兹,2018款 2.5L 蓝天运动版 国V,http://www.12365auto.com/zlts/20200618/485603.shtml,一汽马自达阿特兹4S店维修质量差不处理,,,http://www.12365auto.com/zlts/207-1451-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,http://www.12365auto.com/zlts/207-1451-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,http://www.12365auto.com/zlts/207-1451-0-0-0-0_300-0-0-0-0-0-0-1.shtml,修出新问题,http://www.12365auto.com/zlts/207-1451-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,2020-06-18,信息审核
485599,吉利汽车,星越,2019款 350T 耀星者,http://www.12365auto.com/zlts/20200618/485599.shtml,吉利星越车机系统出现黑屏死机现象,http://www.12365auto.com/zlts/172-2527-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/172-2527-0-0-0-0_155-0-0-0-0-0-0-1.shtml,车载互联故障,,,,,,,2020-06-18,处理反馈
485598,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,http://www.12365auto.com/zlts/20200618/485598.shtml,斯柯达速派发动机烧机油 故障灯亮,http://www.12365auto.com/zlts/232-1299-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/232-1299-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,,,,,http://www.12365auto.com/zlts/232-1299-0-0-0-0_63-0-0-0-0-0-0-1.shtml,烧机油,2020-06-18,信息审核
485595,一汽吉林,森雅R7,2016款 1.6L 手动 智能型,http://www.12365auto.com/zlts/20200618/485595.shtml,一汽吉林森雅R7转向卡顿不回正 前轮吃胎,http://www.12365auto.com/zlts/258-1914-0-0-0-4_0-0-0-0-0-0-0-1.shtml,转向系统,http://www.12365auto.com/zlts/258-1914-0-0-0-0_123-0-0-0-0-0-0-1.shtml,卡滞,,,,,http://www.12365auto.com/zlts/258-1914-0-0-0-0_154-0-0-0-0-0-0-1.shtml,方向盘不正,2020-06-18,信息审核
485591,上汽斯柯达,柯迪亚克,2019款 TSI330 两驱 豪华优享版 7座 国VI,http://www.12365auto.com/zlts/20200618/485591.shtml,斯柯达柯迪亚克电子锁故障无法启动,http://www.12365auto.com/zlts/232-2054-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/232-2054-0-0-0-0_197-0-0-0-0-0-0-1.shtml,中控锁故障,,,,,,,2020-06-18,信息审核
485590,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,http://www.12365auto.com/zlts/20200618/485590.shtml,吉利博越后防撞梁材料存在不同程度缩水,,,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_279-0-0-0-0-0-0-1.shtml,与宣传不符,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-0-0-0-1-0-0-1.shtml,其他,2020-06-18,用户评分
485589,上汽集团,名爵ZS,2020款 180DVVT 自动 Plus L2+,http://www.12365auto.com/zlts/20200618/485589.shtml,上汽名爵ZS正常行驶时自动刹车且异响,http://www.12365auto.com/zlts/210-2041-0-0-0-5_0-0-0-0-0-0-0-1.shtml,制动系统,http://www.12365auto.com/zlts/210-2041-0-0-0-0_43-0-0-0-0-0-0-1.shtml,异响,,,,,http://www.12365auto.com/zlts/210-2041-0-0-0-0_29-0-0-0-0-0-0-1.shtml,刹车失灵,2020-06-18,处理反馈
485587,东风标致,标致408,2015款 1.2T 自动 豪华版,http://www.12365auto.com/zlts/20200618/485587.shtml,东风标致408发动机电脑烧毁不予质保,http://www.12365auto.com/zlts/130-125-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/130-125-0-0-0-0_104-0-0-0-0-0-0-1.shtml,行车电脑故障,,,,,,,2020-06-18,处理反馈
485584,上汽集团,名爵ZS,2020款 180DVVT 自动 Lite,http://www.12365auto.com/zlts/20200618/485584.shtml,上汽名爵ZS通电后中控屏幕不亮无任何声音,http://www.12365auto.com/zlts/210-2041-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/210-2041-0-0-0-0_134-0-0-0-0-0-0-1.shtml,影音系统故障,,,,,,,2020-06-18,处理反馈
485582,上汽集团,名爵ZS,2017款 1.5L 手动 舒适版,http://www.12365auto.com/zlts/20200618/485582.shtml,上汽名爵ZS发动机故障灯亮传感器故障,http://www.12365auto.com/zlts/210-2041-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/210-2041-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,,,,,http://www.12365auto.com/zlts/210-2041-0-0-0-0_234-0-0-0-0-0-0-1.shtml,传感器故障,2020-06-18,处理反馈
485576,奇瑞瑞麒,瑞麒G6,2011款 2.0T 自动 豪华型,http://www.12365auto.com/zlts/20200618/485576.shtml,奇瑞瑞麟G6维修配件无货4S店无法处理,http://www.12365auto.com/zlts/220-652-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/220-652-0-0-0-0_24-0-0-0-0-0-0-1.shtml,抖动,http://www.12365auto.com/zlts/220-652-0-0-0-0_0-6-0-0-0-0-0-1.shtml,配件争议,http://www.12365auto.com/zlts/220-652-0-0-0-0_318-0-0-0-0-0-0-1.shtml,无零配件,http://www.12365auto.com/zlts/220-652-0-0-0-0_52-0-0-0-0-0-0-1.shtml,减震器异响,2020-06-18,处理反馈
485574,华晨宝马,宝马5系,2012款 523Li 2.5 领先型,http://www.12365auto.com/zlts/20200618/485574.shtml,华晨宝马5系保养后发动机与变速箱故障,http://www.12365auto.com/zlts/125-87-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/125-87-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,http://www.12365auto.com/zlts/125-87-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,http://www.12365auto.com/zlts/125-87-0-0-0-0_300-0-0-0-0-0-0-1.shtml,修出新问题,http://www.12365auto.com/zlts/125-87-0-0-0-0_85-0-0-0-0-0-0-1.shtml,油耗高,2020-06-18,信息审核
485571,吉利汽车,帝豪GS,2016款 1.8L 手动 领尚型 优雅版,http://www.12365auto.com/zlts/20200618/485571.shtml,吉利帝豪GS离合器不回位变速箱挂挡困难,http://www.12365auto.com/zlts/172-1915-0-0-0-3_0-0-0-0-0-0-0-1.shtml,离合器,http://www.12365auto.com/zlts/172-1915-0-0-0-0_267-0-0-0-0-0-0-1.shtml,离合器失效,,,,,,,2020-06-18,处理反馈
485569,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,http://www.12365auto.com/zlts/20200618/485569.shtml,吉利博越挡pro位灯与宣传不符承诺解决未兑现,,,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-4-0-0-0-0-0-1.shtml,承诺不兑现,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-4-0-0-0-0-0-1.shtml,承诺不兑现,http://www.12365auto.com/zlts/172-1892-0-0-0-0_314-0-0-0-0-0-0-1.shtml,服务承诺不兑现,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,2020-06-18,处理反馈
485568,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,http://www.12365auto.com/zlts/20200618/485568.shtml,一汽马自达阿特兹车身B柱异响厂家未解决,http://www.12365auto.com/zlts/207-1451-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/207-1451-0-0-0-0_164-0-0-0-0-0-0-1.shtml,车内异响,http://www.12365auto.com/zlts/207-1451-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/207-1451-0-0-0-0_295-0-0-0-0-0-0-1.shtml,不解决问题,http://www.12365auto.com/zlts/207-1451-0-0-0-0_93-0-0-0-0-0-0-1.shtml,中控台异响,2020-06-18,用户评分
485566,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,http://www.12365auto.com/zlts/20200618/485566.shtml,一汽马自达CX-4车身多处异响厂家未解决,http://www.12365auto.com/zlts/207-1934-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/207-1934-0-0-0-0_93-0-0-0-0-0-0-1.shtml,中控台异响,http://www.12365auto.com/zlts/207-1934-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/207-1934-0-0-0-0_295-0-0-0-0-0-0-1.shtml,不解决问题,http://www.12365auto.com/zlts/207-1934-0-0-0-0_15-0-0-0-0-0-0-1.shtml,车身异响,2020-06-18,用户评分
485565,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质豪版,http://www.12365auto.com/zlts/20200618/485565.shtml,长安马自达昂克赛拉扶手箱异响车机卡顿,http://www.12365auto.com/zlts/208-1470-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/208-1470-0-0-0-0_134-0-0-0-0-0-0-1.shtml,影音系统故障,,,,,http://www.12365auto.com/zlts/208-1470-0-0-0-0_164-0-0-0-0-0-0-1.shtml,车内异响,2020-06-18,处理反馈
485564,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,http://www.12365auto.com/zlts/20200618/485564.shtml,一汽大众迈腾变速箱无法换挡4S店不予保修,http://www.12365auto.com/zlts/141-235-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/141-235-0-0-0-0_20-0-0-0-0-0-0-1.shtml,无法换挡,http://www.12365auto.com/zlts/141-235-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/141-235-0-0-0-0_297-0-0-0-0-0-0-1.shtml,不予索赔,http://www.12365auto.com/zlts/141-235-0-0-0-0_115-0-0-0-0-0-0-1.shtml,电脑板故障,2020-06-18,处理反馈
485562,北京现代,领动,2016款 1.6L 自动 智炫·精英型,http://www.12365auto.com/zlts/20200618/485562.shtml,北京现代领动发动机烧机油希望厂家保修,http://www.12365auto.com/zlts/254-1890-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/254-1890-0-0-0-0_63-0-0-0-0-0-0-1.shtml,烧机油,http://www.12365auto.com/zlts/254-1890-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/254-1890-0-0-0-0_297-0-0-0-0-0-0-1.shtml,不予索赔,http://www.12365auto.com/zlts/254-1890-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,2020-06-18,信息审核
485556,吉利汽车,博越,2020款 1.8TD DCT 智联PRO,http://www.12365auto.com/zlts/20200618/485556.shtml,吉利博越没有挡位灯和前雾灯与宣传不符,,,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,http://www.12365auto.com/zlts/172-1892-0-0-0-0_279-0-0-0-0-0-0-1.shtml,与宣传不符,,,2020-06-18,处理反馈
485553,众泰汽车,众泰T600,2016款 2.0T  自动 尊贵型 运动版,http://www.12365auto.com/zlts/20200618/485553.shtml,众泰T600变速箱无法换挡 温度过高,http://www.12365auto.com/zlts/264-1355-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/264-1355-0-0-0-0_246-0-0-0-0-0-0-1.shtml,脱挡,,,,,,,2020-06-18,用户评分
485552,东风雪铁龙,雪铁龙C4L,2013款 1.8L 手动 劲智版,http://www.12365auto.com/zlts/20200618/485552.shtml,东风雪铁龙C4L方向盘晃动存在质量问题,http://www.12365auto.com/zlts/256-1226-0-0-0-4_0-0-0-0-0-0-0-1.shtml,转向系统,http://www.12365auto.com/zlts/256-1226-0-0-0-0_80-0-0-0-0-0-0-1.shtml,抖动,,,,,http://www.12365auto.com/zlts/256-1226-0-0-0-0_337-0-0-0-0-0-0-1.shtml,方向盘自由间隙过大,2020-06-18,处理反馈
485550,上汽集团,荣威360,2015款 1.5L   自动 豪华版,http://www.12365auto.com/zlts/20200618/485550.shtml,上汽荣威360前车轮处异响 减震器过硬,http://www.12365auto.com/zlts/228-1691-0-0-0-7_0-0-0-0-0-0-0-1.shtml,前后桥及悬挂系统,http://www.12365auto.com/zlts/228-1691-0-0-0-0_125-0-0-0-0-0-0-1.shtml,车轮异响,,,,,http://www.12365auto.com/zlts/228-1691-0-0-0-0_171-0-0-0-0-0-0-1.shtml,减震器过硬,2020-06-18,用户评分
485549,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,http://www.12365auto.com/zlts/20200618/485549.shtml,一汽大众奥迪A4L左前车轮行驶过程中异响,http://www.12365auto.com/zlts/114-3-0-0-0-7_0-0-0-0-0-0-0-1.shtml,前后桥及悬挂系统,http://www.12365auto.com/zlts/114-3-0-0-0-0_125-0-0-0-0-0-0-1.shtml,车轮异响,,,,,,,2020-06-18,信息审核
485546,奇瑞汽车,艾瑞泽5,2019款 Pro 1.5L 手动 青春版 国VI,http://www.12365auto.com/zlts/20200617/485546.shtml,奇瑞艾瑞泽5车身掉漆生锈 助力泵油壶漏油,http://www.12365auto.com/zlts/219-1885-0-0-0-4_0-0-0-0-0-0-0-1.shtml,转向系统,http://www.12365auto.com/zlts/219-1885-0-0-0-0_58-0-0-0-0-0-0-1.shtml,漏油,,,,,http://www.12365auto.com/zlts/219-1885-0-0-0-0_79-0-0-0-0-0-0-1.shtml,车身生锈,2020-06-17,处理反馈
485545,上汽集团,名爵6,2017款 20T 手动 豪华智联版 国V,http://www.12365auto.com/zlts/20200617/485545.shtml,上汽名爵6离合器异响 行驶顿挫要求解决,http://www.12365auto.com/zlts/210-598-0-0-0-3_0-0-0-0-0-0-0-1.shtml,离合器,http://www.12365auto.com/zlts/210-598-0-0-0-0_65-0-0-0-0-0-0-1.shtml,异响,,,,,,,2020-06-17,处理反馈
485541,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,http://www.12365auto.com/zlts/20200617/485541.shtml,上汽大众朗逸变速箱异响 顿挫 失去动力,http://www.12365auto.com/zlts/140-220-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/140-220-0-0-0-0_33-0-0-0-0-0-0-1.shtml,异响,,,,,http://www.12365auto.com/zlts/140-220-0-0-0-0_19-0-0-0-0-0-0-1.shtml,顿挫,2020-06-17,处理反馈
485540,广汽本田,雅阁,2018款 260TURBO 豪华版 国V,http://www.12365auto.com/zlts/20200617/485540.shtml,广汽本田雅阁手刹异响 4S店不解决故意拖延,http://www.12365auto.com/zlts/118-28-0-0-0-5_0-0-0-0-0-0-0-1.shtml,制动系统,http://www.12365auto.com/zlts/118-28-0-0-0-0_43-0-0-0-0-0-0-1.shtml,异响,http://www.12365auto.com/zlts/118-28-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,http://www.12365auto.com/zlts/118-28-0-0-0-0_295-0-0-0-0-0-0-1.shtml,不解决问题,http://www.12365auto.com/zlts/118-28-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,2020-06-17,信息审核
485538,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,http://www.12365auto.com/zlts/20200617/485538.shtml,一汽马自达阿特兹右侧B柱异响维修无法解决,http://www.12365auto.com/zlts/207-1451-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/207-1451-0-0-0-0_15-0-0-0-0-0-0-1.shtml,车身异响,http://www.12365auto.com/zlts/207-1451-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,http://www.12365auto.com/zlts/207-1451-0-0-0-0_303-0-0-0-0-0-0-1.shtml,维修技术差,http://www.12365auto.com/zlts/207-1451-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,2020-06-17,处理反馈
485536,吉利汽车,星越,2019款 350T 驭星者,http://www.12365auto.com/zlts/20200617/485536.shtml,吉利星越4S店销售库存车 服务承诺不兑现,http://www.12365auto.com/zlts/172-2527-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/172-2527-0-0-0-0_15-0-0-0-0-0-0-1.shtml,车身异响,http://www.12365auto.com/zlts/172-2527-0-0-0-0_0-4-0-0-0-0-0-1.shtml,承诺不兑现,http://www.12365auto.com/zlts/172-2527-0-0-0-0_314-0-0-0-0-0-0-1.shtml,服务承诺不兑现,http://www.12365auto.com/zlts/172-2527-0-0-0-0_0-4-0-0-0-0-0-1.shtml,承诺不兑现,2020-06-17,处理反馈
485535,一汽马自达,阿特兹,2014款 2.0L 蓝天豪华版,http://www.12365auto.com/zlts/20200617/485535.shtml,一汽马自达阿特兹转向卡滞打方向沉重,http://www.12365auto.com/zlts/207-1451-0-0-0-4_0-0-0-0-0-0-0-1.shtml,转向系统,http://www.12365auto.com/zlts/207-1451-0-0-0-0_59-0-0-0-0-0-0-1.shtml,异响,,,,,http://www.12365auto.com/zlts/207-1451-0-0-0-0_123-0-0-0-0-0-0-1.shtml,卡滞,2020-06-17,信息审核
485533,北京现代,途胜,2018款 1.6T 双离合 两驱 15周年特别版,http://www.12365auto.com/zlts/20200617/485533.shtml,北京现代途胜耐克森轮胎多处老化开裂,http://www.12365auto.com/zlts/254-820-0-0-0-6_0-0-0-0-0-0-0-1.shtml,轮胎,http://www.12365auto.com/zlts/254-820-0-0-0-0_100-0-0-0-0-0-0-1.shtml,开裂,,,,,,,2020-06-17,处理反馈
485532,广汽丰田,YARiS L 致炫,2019款 1.5E CVT 魅动版 国VI,http://www.12365auto.com/zlts/20200617/485532.shtml,广汽丰田致炫转向或过减速带时悬架异响,http://www.12365auto.com/zlts/151-1304-0-0-0-7_0-0-0-0-0-0-0-1.shtml,前后桥及悬挂系统,http://www.12365auto.com/zlts/151-1304-0-0-0-0_204-0-0-0-0-0-0-1.shtml,悬挂故障,,,,,,,2020-06-17,信息审核
485529,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,http://www.12365auto.com/zlts/20200617/485529.shtml,一汽马自达阿特兹中控台和ABC柱有异响,http://www.12365auto.com/zlts/207-1451-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/207-1451-0-0-0-0_93-0-0-0-0-0-0-1.shtml,中控台异响,,,,,http://www.12365auto.com/zlts/207-1451-0-0-0-0_15-0-0-0-0-0-0-1.shtml,车身异响,2020-06-17,处理反馈
485528,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,http://www.12365auto.com/zlts/20200617/485528.shtml,吉利博越4S店克扣置换补贴变相收费,,,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-3-0-0-0-0-0-1.shtml,服务收费,http://www.12365auto.com/zlts/172-1892-0-0-0-0_0-3-0-0-0-0-0-1.shtml,服务收费,http://www.12365auto.com/zlts/172-1892-0-0-0-0_307-0-0-0-0-0-0-1.shtml,变相收费,,,2020-06-17,用户评分
485527,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,http://www.12365auto.com/zlts/20200617/485527.shtml,众泰T700 A柱和D柱装饰条出现裂痕,http://www.12365auto.com/zlts/264-2098-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/264-2098-0-0-0-0_168-0-0-0-0-0-0-1.shtml,部件开裂,http://www.12365auto.com/zlts/264-2098-0-0-0-0_0-6-0-0-0-0-0-1.shtml,配件争议,http://www.12365auto.com/zlts/264-2098-0-0-0-0_318-0-0-0-0-0-0-1.shtml,无零配件,http://www.12365auto.com/zlts/264-2098-0-0-0-0_0-6-0-0-0-0-0-1.shtml,配件争议,2020-06-17,处理反馈
485523,一汽-大众奥迪,奥迪A4L,2018款 quattro 2.0T 运动型 30周年年型,http://www.12365auto.com/zlts/20200617/485523.shtml,一汽大众奥迪A4L开启空调外循环无风,http://www.12365auto.com/zlts/114-3-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/114-3-0-0-0-0_101-0-0-0-0-0-0-1.shtml,空调问题,,,,,,,2020-06-17,信息审核
